source_id,sample_id,split,layout_typology,typology_name,builtup_sqft,carpet_sqft,bhk,room_count,source_hash
cubicasa5k/labels/train/10028.txt,10028,train,0,Compact Studio,368.1,313.2,1,3,af81f4d3a7beea23104c9d69eebd84fdf6c3698eeafda1784eaf398fdbd1cbdb
cubicasa5k/labels/train/10029.txt,10029,train,3,Multi-Wing Villa,989.2,851.1,4,11,750eb207f23acaeb0c38e33862ae8f08318ec2f65ab1d5ba27205ed7d9609edf
cubicasa5k/labels/train/10034.txt,10034,train,1,Zoned Family Residence,904.3,780.8,2,6,30ed68dafa849c95004e183bd196c079063b471162b13fc74cb8542c5a81417c
cubicasa5k/labels/train/10035.txt,10035,train,3,Multi-Wing Villa,1238.6,1075.9,4,13,9c31ab44654fa4d7d29f6cc108c8c218c0a85d1bb82951d54e232b50827351cf
cubicasa5k/labels/train/10036.txt,10036,train,3,Multi-Wing Villa,4192.8,3668.5,5,32,93306d487d43df211cd33985c0dd3e24a63360edae9c02d1780a3ac20f4ed055
cubicasa5k/labels/train/10037.txt,10037,train,1,Zoned Family Residence,1798.9,1536.6,2,5,f9247554b698af87d1006372d3a6e0936042e1738ed48af3aaaaf224d2c4bbf9
cubicasa5k/labels/train/10039.txt,10039,train,3,Multi-Wing Villa,2084.8,1835.1,5,15,27ed3536a54dd374708b222ad3d133302aba9d50750d8e1851759873adb31b8c
cubicasa5k/labels/train/10043.txt,10043,train,1,Zoned Family Residence,1022.9,884.6,2,7,d1af05346a034771d2acd52c1d1089671593fc77cc0d580c2930c1ffd88fcdb2
cubicasa5k/labels/train/10044.txt,10044,train,3,Multi-Wing Villa,2412.3,2151.7,4,14,55f855d6abae029fe9fcac660a34753e7d0b63fe7891e583de22c33be66457ee
cubicasa5k/labels/train/10045.txt,10045,train,0,Compact Studio,405.0,332.1,1,5,ef4df5b1ddab0d6d0620e8222ff8b2d149205a0af55fead3b3d005d4f56a0bc2
cubicasa5k/labels/train/10046.txt,10046,train,3,Multi-Wing Villa,1411.9,1229.4,4,11,ff275f0c42228d3e96d8131b49b559e6e3f429e5f5c115f12492fb7af3adffd8
cubicasa5k/labels/train/10047.txt,10047,train,3,Multi-Wing Villa,2642.9,2375.3,4,12,b00b4c199012efecc14a23059a9bfce448fe435459a9c46a49aac06a75b8639d
cubicasa5k/labels/train/10052.txt,10052,train,2,Linear Spine,1211.7,1083.4,2,5,083c964c0f1aa59c9b1390f01e637743e36561dbbe473246c3c583f4d6cd4be6
cubicasa5k/labels/train/10054.txt,10054,train,3,Multi-Wing Villa,2466.8,2185.4,5,17,759427bd88652a94a1174a8848f3fdb46dffc0a88ab14b0851187017641c5d6f
cubicasa5k/labels/train/10058.txt,10058,train,3,Multi-Wing Villa,4617.6,4157.2,5,16,2eb9032024bf83f6852fd0d978e44e9a9dfde02bfbb738a447713365c85116d0
cubicasa5k/labels/train/10059.txt,10059,train,1,Zoned Family Residence,1033.2,858.2,2,7,d9cd8dbd8a91a9b5cec9d4bfda6d5eb4888ee4e0c8b6ef8600a54b7f7b85d401
cubicasa5k/labels/train/10062.txt,10062,train,1,Zoned Family Residence,741.0,632.8,3,9,173956c5a619643a39caf602d82c971622105dbabb8e7d17179530e5c6080202
cubicasa5k/labels/train/10063.txt,10063,train,3,Multi-Wing Villa,4416.6,3524.7,5,16,eb91cade68047132755502ed1747562feb77697ecb832354c80e1dba38a6f916
cubicasa5k/labels/train/10064.txt,10064,train,3,Multi-Wing Villa,2389.6,2121.6,4,13,4088223a777388ad9bac65726b91d85ad11cca7af278ace417a2e7e5fdfffc12
cubicasa5k/labels/train/10069.txt,10069,train,3,Multi-Wing Villa,3149.3,2854.3,5,17,35b1d5e8afb1a5c1848f1cd7f4b9d7072c8924528486fe57c76dc20caed32ccc
cubicasa5k/labels/train/1007.txt,1007,train,1,Zoned Family Residence,1252.7,1109.4,2,6,ef90b0ffddc16823b0649adbe3600a898c59704824ef41050ce72005bb6df70d
cubicasa5k/labels/train/10070.txt,10070,train,0,Compact Studio,112.3,120.0,1,3,d698cc4c0088074bc3e308c2e42b65b4b3438e67dfa2854a3675be0494365744
cubicasa5k/labels/train/10072.txt,10072,train,3,Multi-Wing Villa,789.2,696.1,4,10,cb8a95a0c1db3bce7aa9c0221cd51f9b80e00ad001e897e7c06c6b18b388c91e
cubicasa5k/labels/train/10075.txt,10075,train,1,Zoned Family Residence,797.2,672.1,2,5,74927d07c3e11bcef63ae804542934a7cbc4d687ea7fab5b4a0ddd9c98aee49b
cubicasa5k/labels/train/10080.txt,10080,train,0,Compact Studio,535.4,451.0,1,4,c25937c36c3df2815420d8bd6fcbbb6bff0c6c550c9c7180b83c28add3cd3b8d
cubicasa5k/labels/train/10083.txt,10083,train,0,Compact Studio,871.2,763.4,1,3,ccd477716f57c2992282e8b3fd313d11d7778debe80934286738d6ab44147fd9
cubicasa5k/labels/train/10084.txt,10084,train,1,Zoned Family Residence,1412.2,1193.8,2,7,a3256a08e13d1ab5b26cb54e9baaaa740df90247057124802ad93970cedb2c7f
cubicasa5k/labels/train/10088.txt,10088,train,3,Multi-Wing Villa,3690.8,3293.0,5,29,1ad0eba5e60390ded253d0c7c2a7912a3b55e6147da392c59616cf0e9e84341e
cubicasa5k/labels/train/10089.txt,10089,train,1,Zoned Family Residence,1994.0,1815.1,3,9,2aeb6f56125e05ecd422e96c092d3c3559fe58c250a9afaa16f0d17bd69aa114
cubicasa5k/labels/train/10092.txt,10092,train,3,Multi-Wing Villa,5285.6,4740.7,5,22,d4c3608727d4202cc26e515a7d20b535fd07f52f02b3b67cdf7d28501ffb4227
cubicasa5k/labels/train/10095.txt,10095,train,1,Zoned Family Residence,1055.7,905.3,2,8,5f62fd8ad5430d91c12df436c7bf8de9d74692c5de37ef0e4fabe27182f4aea1
cubicasa5k/labels/train/10096.txt,10096,train,0,Compact Studio,531.7,441.9,1,4,ce071c6dd9ead554049aee987aa5d1c406416954f5ad2d33cf3b43aae0d9566a
cubicasa5k/labels/train/10097.txt,10097,train,3,Multi-Wing Villa,1864.3,1597.4,4,13,f72b66f6c294eab59a5b8fbc358080a99097c1fcc6b5edba1de35a37f1960ef9
cubicasa5k/labels/train/10102.txt,10102,train,3,Multi-Wing Villa,1557.7,1342.5,4,11,089e5f2a395ff58b014ff179393ba79ad3a7651a5f79b3ddaeba44c8bcfc7258
cubicasa5k/labels/train/10105.txt,10105,train,3,Multi-Wing Villa,1152.7,1014.6,4,10,88043af055bbb9eb278915e403e043eceabdca154757544eef91fe10adc863db
cubicasa5k/labels/train/10106.txt,10106,train,3,Multi-Wing Villa,4068.4,3732.6,5,16,1f904d4a3668caf39c8de9e3ce1c345c1771757977c3bd5800ce8184ba9b0d3d
cubicasa5k/labels/train/10108.txt,10108,train,3,Multi-Wing Villa,3861.0,3487.3,5,16,a65c9f8d96ca488d2fa34d71c9fe44c5ab73f7acc3511fdb01cfb753c67e884f
cubicasa5k/labels/train/10112.txt,10112,train,0,Compact Studio,642.0,539.2,1,5,a8263baebfa25e409fbe1433d2d1067ab3560608678f7a66e82c7748d770fd2c
cubicasa5k/labels/train/10113.txt,10113,train,0,Compact Studio,645.6,549.3,1,3,98a6b74aeee5ec960b08d682a0675e2e42e52f640e6a5e96b79435f8f98f60c1
cubicasa5k/labels/train/10114.txt,10114,train,3,Multi-Wing Villa,2839.9,2571.6,4,13,a16f872119f17b15d176c48cdaca580f35254eec29ca79ad7201bb44de0e5d3a
cubicasa5k/labels/train/10116.txt,10116,train,1,Zoned Family Residence,1132.2,986.2,2,8,79a0296324561ce304848e4d4e1c2f924551dfa4ce36ae6617a5774def7d28f9
cubicasa5k/labels/train/10118.txt,10118,train,3,Multi-Wing Villa,1745.0,1449.9,4,13,0280874acdd670b88be7514074ce8fddabe172743db1a915bf225ec3b30e7413
cubicasa5k/labels/train/10119.txt,10119,train,1,Zoned Family Residence,778.6,657.7,2,8,57cb70abcfe0dafe9e0a091328b0e5874de48bc5523bed3b42832c6776b03b44
cubicasa5k/labels/train/10122.txt,10122,train,1,Zoned Family Residence,836.4,708.4,2,8,16584ccca31d15a56c0099f4719421ce0f0a325d6a167d313d1a98515bcb0888
cubicasa5k/labels/train/10126.txt,10126,train,0,Compact Studio,555.8,493.2,1,6,b41a787c4df745781e86a518a8405a524a03021c659493978d3ac70b8b8a652c
cubicasa5k/labels/train/10127.txt,10127,train,0,Compact Studio,199.5,160.4,1,3,397d2ffac8f2b767c81298675103c198656b78700a0dfb5416d0634ddeca1061
cubicasa5k/labels/train/10128.txt,10128,train,1,Zoned Family Residence,2149.8,1885.0,2,8,bf6f06ec49aec2369be116bf3740504d9412b38d18ffd7e88b6f7a8da798bbaa
cubicasa5k/labels/train/10129.txt,10129,train,1,Zoned Family Residence,2134.8,1889.1,2,8,fa013646cfb5dab5bc44627aa0253e91ca7cf94680c5f7f74105f897f8ac68a0
cubicasa5k/labels/train/10130.txt,10130,train,1,Zoned Family Residence,1279.3,1102.8,3,9,bdb97aaf85d46da8151a8b469e0e2966c026cdffc9026e93a71208ab675dd81e
cubicasa5k/labels/train/10131.txt,10131,train,1,Zoned Family Residence,872.5,761.6,2,6,3c24269cd3a3c6f3eb54e15d7dee4d50c8cd4f9ea9a5ecb38f55c815d447e9a8
cubicasa5k/labels/train/10135.txt,10135,train,0,Compact Studio,669.8,581.0,1,3,b8b4fe4f47d6c264cfe6cdc14fdf5ea8deaa10366e98f56b3eb8c22ce3552f4d
cubicasa5k/labels/train/10136.txt,10136,train,3,Multi-Wing Villa,2742.4,2379.9,4,9,7b9adcb37e791478bf04cd541bcd113325490a8a931db85739e86db5f132e87e
cubicasa5k/labels/train/10139.txt,10139,train,1,Zoned Family Residence,1849.8,1587.8,2,7,46d126d2da74bd435d69af2c16e0225969ca7155b82074a8427661581a201ecb
cubicasa5k/labels/train/1014.txt,1014,train,3,Multi-Wing Villa,3300.0,2998.7,5,18,becb3ea50d782680257cf731942e7c71f3a012066c7bea2e38d967ae229facf1
cubicasa5k/labels/train/10140.txt,10140,train,3,Multi-Wing Villa,755.6,649.0,4,10,d1694bb44591f74797fbdfc3a9f65309f6114995db403c416c9271c932cde0ca
cubicasa5k/labels/train/10142.txt,10142,train,1,Zoned Family Residence,917.3,765.9,2,7,63597b68a4774306ed2c9cd019c738493a38ce503e479dda61f2fa4a73c539ad
cubicasa5k/labels/train/10146.txt,10146,train,1,Zoned Family Residence,842.5,724.1,2,8,8c1c96f05bf60c062c64c85eafcfca038722caa62d33c5c2120e3b7f06619b31
cubicasa5k/labels/train/10147.txt,10147,train,3,Multi-Wing Villa,1582.9,1286.7,4,12,47954c1740f7f278c88894365218946cd646fcce5ab79f9a497909470aa8c44f
cubicasa5k/labels/train/10149.txt,10149,train,1,Zoned Family Residence,1418.2,1249.1,3,9,5c01030319b30c2e63e84bcc6e1ffb2fffc42d495d4b6f50f9ad8bcd6c5c95c0
cubicasa5k/labels/train/10150.txt,10150,train,1,Zoned Family Residence,1154.0,1025.1,2,8,152d75ea2e6a1ee19d887a89520434fbc1977a4dd6bc2bc860da386ac46f5c2e
cubicasa5k/labels/train/10152.txt,10152,train,0,Compact Studio,754.2,701.9,1,3,3e3c4291df90869b6076523e6935b89ad1fa6a9333b5c83fc155b3ab37f48f96
cubicasa5k/labels/train/10153.txt,10153,train,1,Zoned Family Residence,761.5,652.5,2,5,26eb4096c0067d33bdfdff6e8082c24d3c9dfba5de3c644b70d2eab007a13c99
cubicasa5k/labels/train/10155.txt,10155,train,0,Compact Studio,1090.3,1041.0,1,3,4c960c45bf92c9804e43ea48affb01a3511a0a1eb0e2e7660db88260b93fc873
cubicasa5k/labels/train/10156.txt,10156,train,3,Multi-Wing Villa,1904.6,1684.7,4,10,c7105564920bca865df97f4f996d90db3ef8dd7392ad05f6753ca73fa4093319
cubicasa5k/labels/train/10158.txt,10158,train,0,Compact Studio,588.4,454.5,1,5,1691c40c8438fd643bae99a632076390965443e47146f2ff7e1e5996e3d7c3c8
cubicasa5k/labels/train/10159.txt,10159,train,0,Compact Studio,550.8,503.5,1,6,43654eaff6c8bb33b5dcbf12b4e967c47d5d234dd46bcbae89fad604502b7156
cubicasa5k/labels/train/10160.txt,10160,train,0,Compact Studio,539.5,492.4,1,6,b085a3acc0cd0aa048875e8345cbda1328dcb804fed004c346ff2e4cc55fded2
cubicasa5k/labels/train/10161.txt,10161,train,0,Compact Studio,557.9,503.8,1,6,2b3eb738309ab8d983a6c8703482d5f417442827ddbf48133d73df7eb42c14e5
cubicasa5k/labels/train/10162.txt,10162,train,1,Zoned Family Residence,917.7,829.4,2,7,952ea85338e2df403c59c5fe0a0817f114ac4aec3e39d0b0c60f71c8f8e8c569
cubicasa5k/labels/train/10163.txt,10163,train,1,Zoned Family Residence,1159.6,994.4,2,8,c74ef60385de66f209bb1734da7414e40ff84059bf936694ec74d2ba95d9e772
cubicasa5k/labels/train/10167.txt,10167,train,1,Zoned Family Residence,1183.2,1032.0,2,6,f7f875fac9a7eee0f8211e5097b5ced52b91b6591ed0090dbf44d1e33e2b4b67
cubicasa5k/labels/train/10170.txt,10170,train,1,Zoned Family Residence,1033.9,884.5,2,6,ca0ba06df115d9837093f4158718383df99acfb8e9d30cd5e03706e5329cf089
cubicasa5k/labels/train/10172.txt,10172,train,1,Zoned Family Residence,669.7,595.0,3,9,062dca85eddd3de9aaee69cad5938c89fe3f004caadc02d3756fce284b90bf4b
cubicasa5k/labels/train/10173.txt,10173,train,3,Multi-Wing Villa,2634.5,2185.0,5,18,cf4afc59430bc552239a15e4bc9ee20ca90a6b54754d24746f87ae45c2add22b
cubicasa5k/labels/train/10176.txt,10176,train,3,Multi-Wing Villa,3488.2,3119.3,5,25,113bcc27c182f40f9c0c220a0ebf551e515b165faa4f2625c38743236ebb1f96
cubicasa5k/labels/train/10179.txt,10179,train,0,Compact Studio,684.9,554.5,1,3,9ae79046082432f1d4b8f35dab453ed5f2ea5808a7eebb7cd0e519de3a639f45
cubicasa5k/labels/train/1018.txt,1018,train,0,Compact Studio,739.9,616.3,1,3,a57363e16fa80d81a280ac1556721123395b4d298b2b0110ae1fe946c13ea2ba
cubicasa5k/labels/train/10182.txt,10182,train,0,Compact Studio,581.1,509.9,1,4,b2298ecda065a353cffbb7628a1d8762e3e4ce0955cdef30aa29a70d5cac4cbf
cubicasa5k/labels/train/10186.txt,10186,train,0,Compact Studio,617.7,527.2,1,5,557e31273f83c0a1050e5b729ff9f0a2c11e33dfc7d9787d662768ffc70523eb
cubicasa5k/labels/train/10187.txt,10187,train,1,Zoned Family Residence,1072.8,927.1,2,8,d3f2225ce5611d559d6c3455b75acea1f54aedbf7daa92ff9dc9cbc1e7ec2f9a
cubicasa5k/labels/train/1019.txt,1019,train,3,Multi-Wing Villa,1930.5,1673.6,4,12,54311d1cfb71584a2bb8a043738a99dd50a2a7acbb4088e8e5b10a9e06d05439
cubicasa5k/labels/train/10190.txt,10190,train,1,Zoned Family Residence,1184.9,1036.6,2,8,f2f1292eda19b60ffbcf5d07dc1dc6e3cf53fb7f170ebccd549b28c393d152ca
cubicasa5k/labels/train/10191.txt,10191,train,3,Multi-Wing Villa,1366.1,1154.8,4,10,e0d2614cdc4d4a80c713ac372c4f6c41c54a1c5aee950a6e802d4d5a6c0f9851
cubicasa5k/labels/train/10196.txt,10196,train,0,Compact Studio,790.3,666.6,1,4,fedeb4c56beea45568785953f003bcf8820e5ef51a5c8036f9aaf661638e7d58
cubicasa5k/labels/train/10199.txt,10199,train,1,Zoned Family Residence,1765.7,1557.6,2,8,b8d666d0665c595c605daafeb3ef70e7c66e516d00c473c35cf59dbc2931bb45
cubicasa5k/labels/train/1020.txt,1020,train,0,Compact Studio,1510.0,1306.2,1,3,24dc3ddf4fc4b470df91f45ff1beb56bf6cc6b1be0db8042368b4993ffe3ee6c
cubicasa5k/labels/train/10200.txt,10200,train,3,Multi-Wing Villa,5868.3,4483.3,4,14,fe002bf32b63de5a80cdf55333b08e0331c4d26a8f53b349901bdcdfcc745e4c
cubicasa5k/labels/train/10203.txt,10203,train,1,Zoned Family Residence,727.8,643.8,2,8,68b2ff0ff730a6464fdf83a2b20374eb47ee1523e9e822b73cd95e8d125dcbe8
cubicasa5k/labels/train/10209.txt,10209,train,3,Multi-Wing Villa,2599.0,2307.5,4,12,4902673c34a5b3ca95a1a6afcd26270e62ce51befaa0d2989e1d2dd55854245a
cubicasa5k/labels/train/10210.txt,10210,train,1,Zoned Family Residence,1080.9,937.3,2,8,cdaeea962a681d749478f638bb97a5dec0a93f75819a11cba76502c836565a28
cubicasa5k/labels/train/10212.txt,10212,train,3,Multi-Wing Villa,3116.3,2772.8,4,14,0b735e0ca162d878af7c4321e5db64468ea7215c0e626b52fbff40a9921b363a
cubicasa5k/labels/train/10213.txt,10213,train,1,Zoned Family Residence,1441.1,1254.0,2,8,ba08604a036d67cee79751c7cab2f792d14b9b8951b17b0ae7c6dc8b918b65e8
cubicasa5k/labels/train/10217.txt,10217,train,1,Zoned Family Residence,902.9,752.5,2,5,6561e38047861a9f08cd808ba004518d03b73e11443db0abaa8f40bcb4ab3fea
cubicasa5k/labels/train/10218.txt,10218,train,1,Zoned Family Residence,1041.4,920.3,2,7,3aaf4027c4226e1d92ac2897d5ff7b895517705f3366c08fc0dfe406e39c0bd3
cubicasa5k/labels/train/10219.txt,10219,train,3,Multi-Wing Villa,2183.0,1917.7,4,14,fbbb79194049c93216b7b0c9803f9ed0f46ef5f0d8c5c81ca9080a2f048ad355
cubicasa5k/labels/train/10220.txt,10220,train,0,Compact Studio,481.6,407.4,1,3,ead40d39b3cdbec02d78e85c11ccc2e273837c9297bb3df750c2e7db428608ce
cubicasa5k/labels/train/10222.txt,10222,train,1,Zoned Family Residence,1522.6,1356.5,2,7,53657e73e945a2bb27f321cc76b0dcdcbe3079031a2ed5f8014baa234a43b9cd
cubicasa5k/labels/train/10224.txt,10224,train,1,Zoned Family Residence,714.5,605.4,2,5,21873b1a31be226b2f760727919f54739b23374226a60553f486216934e6e65d
cubicasa5k/labels/train/10225.txt,10225,train,1,Zoned Family Residence,862.3,743.4,2,7,20f2be98b360359c8e8326ff26bf6799f0358c4f8f1963f746bff0fcd7519706
cubicasa5k/labels/train/10228.txt,10228,train,3,Multi-Wing Villa,2843.4,2566.1,5,22,f087a98fab6879fed45f7670bf2c09bcaaf4673eb5853b0b88acadfb75d0f200
cubicasa5k/labels/train/10230.txt,10230,train,1,Zoned Family Residence,664.9,576.3,2,7,1967fc23704f6965312976344ecf148b034d0b6bf805a464f99e9db99838fb0a
cubicasa5k/labels/train/10231.txt,10231,train,1,Zoned Family Residence,1275.0,1111.7,2,6,8683764e4ed9cd6b271a83ada0f33a12fd14f16236f38d1d80c5875e84308702
cubicasa5k/labels/train/10236.txt,10236,train,3,Multi-Wing Villa,1506.3,1331.6,4,13,aac617f7f90023ed60543b443227967c61fed0c27bb1b5648b521213f2eda045
cubicasa5k/labels/train/10238.txt,10238,train,3,Multi-Wing Villa,3836.1,3498.3,5,17,ffd446aea910573fa74606dc11675b41c2772e3619be8b486cb41700289010d6
cubicasa5k/labels/train/10240.txt,10240,train,3,Multi-Wing Villa,3447.4,2473.8,4,8,a73d4fb234a388b5acfa1d83dee1cf4d58b9b1a890511af82eaff04c1ac08710
cubicasa5k/labels/train/10241.txt,10241,train,1,Zoned Family Residence,2157.3,1891.6,3,9,d77210443556f2daeb4cf825276b56a7b1e498ab9c9b64c5e42eb115a80b62d0
cubicasa5k/labels/train/10242.txt,10242,train,1,Zoned Family Residence,1064.9,913.3,2,8,6bd9c5c430bc56483a6295ab2c329bb35626c1482d21b7e427da4e369f9525e0
cubicasa5k/labels/train/10249.txt,10249,train,1,Zoned Family Residence,768.5,688.5,2,6,cc2cbdf41e8a579cf6f18ed78963162528bcf1c5b143895e614c74bfb7e11f41
cubicasa5k/labels/train/1025.txt,1025,train,3,Multi-Wing Villa,1823.3,1451.8,4,13,5628019d3f348171d005f90941c83914391c4f59774da801594082d82643c184
cubicasa5k/labels/train/10251.txt,10251,train,0,Compact Studio,464.3,400.9,1,4,31ead304c0c40aff034837ea9756fbd230d9dd19cbd130370244f65811010dbe
cubicasa5k/labels/train/10252.txt,10252,train,1,Zoned Family Residence,1288.9,1133.7,2,7,a53bc4bbba6a60f637aad01dff6940092dc3485c6797351bffed6634e4cfa1e8
cubicasa5k/labels/train/10254.txt,10254,train,1,Zoned Family Residence,1819.0,1588.9,2,7,fe3022f625847ef9c79cdffdaa98301ba5a4744a3459ced7618e3d343ad2b5d8
cubicasa5k/labels/train/10255.txt,10255,train,3,Multi-Wing Villa,2727.3,2453.0,4,12,be567bf91b99a63d4cf0508be67c64bf00ba1ce525255eee600ed13dda7236e7
cubicasa5k/labels/train/10260.txt,10260,train,1,Zoned Family Residence,1033.4,908.3,2,6,12a261e217a3980fd80cc8fe245837d066f25fd9e96d6c87388c591ede08dce9
cubicasa5k/labels/train/10262.txt,10262,train,0,Compact Studio,1780.8,1567.7,1,3,fbc0f176be5bfeb040007f6e06ff8cea6a453ffbb944c60ab761b27164433e47
cubicasa5k/labels/train/10263.txt,10263,train,3,Multi-Wing Villa,2734.1,2433.5,4,12,401f5fa6477d93b9a5bbcb8b156bcfde2eca6e2bd33c44c182ef9872972a564f
cubicasa5k/labels/train/10266.txt,10266,train,1,Zoned Family Residence,994.0,868.5,2,6,a999397e027bb1b5ccf1d4601ef876cb3e04f8ff332917e1a16b84012fadd452
cubicasa5k/labels/train/10267.txt,10267,train,3,Multi-Wing Villa,4378.0,3682.9,5,22,eea5b3283d180c09b784a57f1ba363d1d9eb4421a89c1bf962ca246b8e69eeab
cubicasa5k/labels/train/10271.txt,10271,train,0,Compact Studio,581.1,543.4,1,3,e32aaa7455c3e446f41f21d2d027ad8ce4ba7f3f8d2f0ba6a0c04dcb8e5f0afa
cubicasa5k/labels/train/10272.txt,10272,train,3,Multi-Wing Villa,3338.8,3011.8,5,17,04d288bd7b5563bbed2c41a5ca5c6a8a0d6d7fb368aadc4f037d69cb39ac7094
cubicasa5k/labels/train/10274.txt,10274,train,0,Compact Studio,2119.1,1802.5,1,4,08fb44d1c9e834575b706f19df4fe0ebb6fcb08b17f3e94da687b8e314baeb60
cubicasa5k/labels/train/10276.txt,10276,train,3,Multi-Wing Villa,2112.9,1852.9,4,13,823e8f22411dd838370a12ffc2eda02760ee9f413f50e7dde8957e6cb80c1e27
cubicasa5k/labels/train/10278.txt,10278,train,3,Multi-Wing Villa,3049.6,2670.7,4,14,a9a021db8fedd9ff7900490122614316d27d456e5e1e2a1fc49c2f575622a99e
cubicasa5k/labels/train/10280.txt,10280,train,0,Compact Studio,588.3,493.0,1,7,997abe52c655da8fa829d21778c66e80f5793ad8f0beea9c336cb2b0561302ca
cubicasa5k/labels/train/10282.txt,10282,train,0,Compact Studio,149.4,120.1,1,3,0a3d77226991a727734372156a76ce95b94075137639e53affb3284ec578e8cd
cubicasa5k/labels/train/10283.txt,10283,train,3,Multi-Wing Villa,2432.8,2141.1,4,14,d9c7fcf1ba866746b9121a0be6ea9e12c3f0d9efb0bf8130dd7ef7b6d61f5c09
cubicasa5k/labels/train/10285.txt,10285,train,3,Multi-Wing Villa,5855.6,5175.6,5,19,379b54db72a5757e8a3a9b25f69d76a11ee2cb5f046e57a38d8e9a3f8af2d5f8
cubicasa5k/labels/train/10288.txt,10288,train,3,Multi-Wing Villa,1899.1,1676.8,4,11,018d714dfbb2821615e32c23a4db7c177f53032977aa7e9be786d959d973aab1
cubicasa5k/labels/train/10289.txt,10289,train,3,Multi-Wing Villa,2280.1,1985.8,4,13,5bc72f53889a217dc79470433a15fb614626cac13c9e40b474eb178f4e39d74b
cubicasa5k/labels/train/1029.txt,1029,train,1,Zoned Family Residence,1217.4,1112.8,3,9,b67e4dc7807186708134a210af880935d12348a8de6db80e69ab6667ff04fa5d
cubicasa5k/labels/train/10290.txt,10290,train,3,Multi-Wing Villa,2462.5,1611.0,4,12,e1938a1bb81dcc5123c993746f146e5ddb7c54b445fa9f337c6e275459533d20
cubicasa5k/labels/train/10291.txt,10291,train,0,Compact Studio,556.1,479.8,1,6,6e3a753b0f77ed6ea01bef602b289ec86a1d65d8f1ae3da5da30cb8607062775
cubicasa5k/labels/train/10293.txt,10293,train,3,Multi-Wing Villa,1476.7,1308.4,4,10,9b7277a56ba57972865286ae0a337f5f27bdc89b4fb2f896b77232d067c81c21
cubicasa5k/labels/train/10297.txt,10297,train,3,Multi-Wing Villa,2287.0,2057.1,4,8,efcfa0be757ccc01a0be3211ba500405d6ebb8df3a80024418b47af31ee72d6c
cubicasa5k/labels/train/103.txt,103,train,0,Compact Studio,559.4,458.2,1,5,db3e035df401e9aacca672a344a6c6bc642d45bd9d52857677ba7ea42635e646
cubicasa5k/labels/train/1030.txt,1030,train,1,Zoned Family Residence,1570.5,1457.2,2,7,294d3a90ac8a8f126b7b802976174788865a1ac7f1e2c5b5cdfbb68ac8f1a1f2
